FIPS_Code,Employed_2020,Median_Household_Income_2020,Unemployment_rate_2020,"Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 2019-23",BIRTHS_2020,DEATHS_2020,DOMESTIC_MIG_2020,GQ_ESTIMATES_BASE_2020,INTERNATIONAL_MIG_2020,NATURAL_CHG_2020,NET_MIG_2020,Anxiety_Score_2020,Depression_Score_2020,State_Name,Region
18089,202901,66169,10.5,30.67503915,34.65206858,9.776864013,24.89602825,1380,1553,229,4314,14,-173,243,2.594412542,2.654888323,Indiana,Midwest
18091,42814,66336,9.8,29.49660276,39.2892324,9.505948322,21.70821651,288,361,-84,6392,0,-73,-84,2.572076679,2.619749185,Indiana,Midwest
18093,19243,60141,7.1,31.4545341,38.42742943,9.64901324,20.46902323,103,159,49,598,0,-56,49,2.665156983,2.828649581,Indiana,Midwest
18095,53809,58926,8.1,30.99974982,39.43088989,9.518888756,20.05047154,354,452,106,5783,1,-98,107,2.583282378,2.655450936,Indiana,Midwest
18097,453683,62776,8.1,26.56556027,27.07098756,12.30223861,34.06121356,3341,2972,-1360,16564,156,369,-1204,2.567904148,2.633463503,Indiana,Midwest
18099,21234,70938,6.6,27.56263502,38.10660046,13.88127559,20.44948892,123,120,-23,672,0,3,-23,2.609191433,2.650124359,Indiana,Midwest
18105,64164,64299,5.7,24.28041972,21.42616481,5.173036196,49.12037928,285,301,-154,12217,18,-16,-136,2.535475835,2.607647931,Indiana,Midwest
18107,17650,66283,5.3,28.32178599,41.08160123,11.05850654,19.53810624,99,120,16,1061,0,-21,16,2.582498573,2.568399634,Indiana,Midwest
18109,33564,75542,5.6,30.42076319,39.45718186,9.560641728,20.56141323,181,213,69,665,1,-32,70,2.619572315,2.666404556,Indiana,Midwest
18113,20947,69567,8.5,25.41534996,39.4386909,17.3680423,17.77791684,182,141,-51,685,0,41,-51,2.561255392,2.623909676,Indiana,Midwest
18127,77512,84352,8.2,29.57773196,34.15092784,6.190515464,30.08082474,397,477,126,3316,0,-80,126,2.566746383,2.653690264,Indiana,Midwest
18133,15170,68301,6.4,32.37358997,38.56590676,9.178038968,19.88246431,80,110,-25,4142,0,-30,-25,2.448522176,2.625361317,Indiana,Midwest
18137,13036,63571,6.5,29.05177194,42.21404446,9.376417805,19.35776579,93,87,-15,531,0,6,-15,2.57142869,2.673324854,Indiana,Midwest
18141,122232,61028,8.6,28.87270154,29.69773215,8.80519393,32.62437238,784,750,-324,12607,7,34,-317,2.565467831,2.619579201,Indiana,Midwest
18145,21363,66045,7.4,29.62681847,41.31878558,9.636306135,19.41808982,126,145,17,734,0,-19,17,2.49799021,2.5592717,Indiana,Midwest
18157,85829,56088,6.6,24.70372528,27.18278789,8.049313865,40.06417296,497,319,-139,15899,39,178,-100,2.527366289,2.605932941,Indiana,Midwest
18163,85615,57997,7.3,31.74001749,32.5496292,8.628031996,27.08232132,521,569,212,6728,7,-48,219,2.56564872,2.628159855,Indiana,Midwest
18167,42592,52286,8,30.97823704,33.56231456,9.587979947,25.87146845,307,297,-68,8879,1,10,-67,2.56171916,2.615802479,Indiana,Midwest
18169,13592,64025,6.2,28.23464152,41.97753432,8.186566819,21.60125734,75,99,-25,1197,0,-24,-25,2.52385642,2.567997414,Indiana,Midwest
18173,30104,84567,5.5,31.12421542,28.86819004,4.505349684,35.50224486,158,193,127,936,0,-35,127,2.51036158,2.599782922,Indiana,Midwest
18175,12621,65342,7.1,31.37185034,42.88114024,11.92669891,13.82031051,82,66,50,337,0,16,50,2.72963319,2.711400861,Indiana,Midwest
18177,28099,51622,6.9,31.44931694,36.67983492,11.65500651,20.21584163,206,247,-10,2151,0,-41,-10,2.6167778,2.654710724,Indiana,Midwest
19013,63188,62020,6.1,32.32607675,30.78931851,6.747536012,30.13706873,436,365,-199,4484,7,71,-192,2.54441073,2.592447106,Iowa,Midwest
19017,13146,83797,3.8,30.13392857,30.5019305,4.138513514,35.22562741,63,69,20,1567,0,-6,20,2.558877143,2.645595694,Iowa,Midwest
19021,11222,67552,3.6,26.72123623,31.75489596,19.45379437,22.07007344,58,54,-26,811,6,4,-20,3.424175624,2.453773872,Iowa,Midwest
19031,9937,71563,4.3,33.29302396,40.99463381,4.232484317,21.47985791,45,47,-6,263,0,-2,-6,3.015049404,2.619020112,Iowa,Midwest
19033,21888,63279,5.1,34.34082972,35.86839443,5.525997976,24.26477788,111,146,-71,1020,0,-35,-71,2.522753891,2.573147599,Iowa,Midwest
19045,20548,61136,6.6,34.35938809,36.20566606,7.335464052,22.0994818,136,135,-39,641,0,1,-39,2.608824384,2.665827885,Iowa,Midwest
19049,48911,109138,3.5,26.43240562,18.02176323,3.919423537,51.62640761,304,172,721,711,2,132,723,2.476370012,2.588683042,Iowa,Midwest
19057,17216,59688,7.3,33.87126693,36.25672417,6.035985902,23.836023,109,124,-74,525,1,-15,-73,2.515776883,2.528718403,Iowa,Midwest
19059,9283,75406,5,37.68387872,27.31912339,2.686880817,32.31011708,39,52,80,310,1,-13,81,2.617679121,2.779218347,Iowa,Midwest
19061,51877,73492,5.7,28.68496567,32.52505221,5.925391746,32.86459038,279,231,-38,4172,1,48,-37,2.510917832,2.576335861,Iowa,Midwest
19071,3581,69018,3,38.61849097,35.19659936,5.037194474,21.1477152,17,16,-31,92,0,1,-31,2.92246161,2.806166845,Iowa,Midwest
19099,18167,69047,5.2,33.54984044,39.90613854,6.630373569,19.91364746,114,115,-5,1935,0,-1,-5,2.618490141,2.687822111,Iowa,Midwest
19101,9257,59603,5.4,30.14537108,23.60792315,4.616169345,41.63053643,45,46,23,776,5,-1,28,2.472758287,2.576298155,Iowa,Midwest
19103,80507,74909,4.7,25.87139065,15.80475649,3.755349694,54.56850317,402,190,-107,9419,42,212,-65,2.541687771,2.616716414,Iowa,Midwest
19105,9647,70671,5.6,34.31594357,39.33324461,5.602874634,20.74793718,49,47,4,1441,0,2,4,2.069449677,2.367133684,Iowa,Midwest
19113,111888,74134,6.2,34.37709513,26.06999419,4.719914694,34.83299598,666,513,-112,5333,17,153,-95,2.538535675,2.617737928,Iowa,Midwest
19125,17189,73451,4.1,28.8239506,32.69041439,5.419314419,33.06632059,86,77,-21,1411,0,9,-21,2.493658194,2.588072087,Iowa,Midwest
19127,16294,69818,6.9,31.03578296,34.54620866,12.97085329,21.44715508,122,127,-24,1060,14,-5,-10,2.495286932,2.611957927,Iowa,Midwest
19139,20042,69096,5.8,32.61268752,35.15573572,9.517375186,22.71420157,104,126,-76,721,2,-22,-74,2.527200602,2.547714409,Iowa,Midwest
19153,248404,77369,5.9,28.67607588,24.27063542,7.507765614,39.54552309,1532,1116,-80,8908,66,416,-14,2.537839851,2.618388575,Iowa,Midwest
19155,44576,68712,5.2,33.58358672,33.9189994,8.957399455,23.54001442,273,258,-34,2185,2,15,-32,2.513502597,2.582804058,Iowa,Midwest
19157,9280,69566,4.8,27.43166708,39.04621193,5.359927768,28.16219322,35,60,-8,1592,1,-25,-7,2.635172727,2.541151966,Iowa,Midwest
19163,80925,68576,6.7,32.18119112,25.74781292,5.843707941,36.22728802,510,417,-186,3226,4,93,-182,2.557867006,2.632988722,Iowa,Midwest
19167,20584,75994,2.6,32.6413945,27.59008481,9.381003702,30.38751699,110,55,-38,2367,0,55,-38,2.608991184,2.725930537,Iowa,Midwest
19169,54611,68720,3.5,27.92628132,15.83085827,2.905338512,53.33752189,200,120,-15,11870,16,80,1,2.530458745,2.612042819,Iowa,Midwest
19179,16299,61555,5.9,30.19488632,38.06945948,12.30948613,19.42616807,114,152,-71,957,0,-38,-71,2.413158536,2.669004795,Iowa,Midwest
19181,26458,90943,4.5,35.03968031,28.99195137,3.284178533,32.68418979,129,106,167,1667,0,23,167,2.511867778,2.545594673,Iowa,Midwest
19187,17662,67110,5.2,39.22689752,32.58304812,7.678679283,20.51137508,123,118,-19,3117,1,5,-18,2.491912953,2.532721287,Iowa,Midwest
19193,51635,66830,5.2,31.149095,32.55621056,12.89658441,23.39811002,383,291,-132,2898,4,92,-128,2.556005837,2.637401769,Iowa,Midwest
20009,13084,56711,4.6,40.3808082,28.19960405,9.747292419,21.67229533,71,80,-61,537,1,-9,-60,2.515894364,2.521023706,Kansas,Midwest
20015,30435,80214,6.5,33.3281493,28.15374361,5.947567207,32.57053988,148,173,25,2615,0,-25,25,2.414401781,2.475035422,Kansas,Midwest
20035,15774,56416,6.5,36.35204082,30.97730471,8.413969036,24.25668543,93,102,-17,1947,0,-9,-17,2.509772788,2.590227576,Kansas,Midwest
20037,17991,51835,5.5,33.46426437,28.78490308,5.776620272,31.97421228,114,126,-19,1475,1,-12,-18,2.602507847,2.652042242,Kansas,Midwest
20045,60493,67482,5.9,24.40492167,19.45076212,4.113633474,52.03068273,241,210,-71,8505,11,31,-60,2.531423371,2.617832658,Kansas,Midwest
20051,16543,61675,3.4,28.15337459,27.58082239,4.71921809,39.54658493,79,61,-14,1832,2,18,-12,2.599597457,2.597560512,Kansas,Midwest
20055,19974,69966,3.3,28.49653457,22.91629643,28.85196375,19.73520526,128,76,-201,559,2,52,-199,2.621682036,2.65659805,Kansas,Midwest
20057,16773,67714,3.3,28.27459363,27.96639658,23.04518566,20.71382413,147,65,-149,668,3,82,-146,2.557802203,2.614785317,Kansas,Midwest
20059,13531,67263,5.3,31.79164541,35.14141586,7.770787281,25.29615145,62,65,11,525,0,-3,11,2.39916697,2.395707303,Kansas,Midwest
20079,15965,73854,5.3,35.10671067,25.23212321,8.171617162,31.48954895,90,84,-41,1127,2,6,-39,2.507970921,2.554268378,Kansas,Midwest
20091,326064,99174,5,25.4641562,14.13152066,3.529184559,56.87513859,1740,1043,306,5714,36,697,342,2.511399619,2.598722994,Kansas,Midwest
20103,34703,79117,5.8,29.91062668,26.87443138,6.600424568,36.61451737,213,184,12,6112,-6,29,6,2.576436209,2.621437832,Kansas,Midwest
20111,15925,55863,4.6,28.07423401,33.38474193,10.82665022,27.71437384,84,89,-65,1235,4,-5,-61,2.551729792,2.612116909,Kansas,Midwest
20113,16662,73766,3.4,35.0970898,24.14516049,7.672340638,33.08540908,72,98,-14,1921,0,-26,-14,2.532424978,2.580653724,Kansas,Midwest
20121,16787,82606,4.9,31.08045199,31.53751746,5.235092471,32.14693808,83,73,15,472,0,10,15,2.600235972,2.550363619,Kansas,Midwest
20125,13855,54955,7.3,36.99355762,31.57241708,10.12646147,21.30756383,85,105,-67,763,0,-20,-67,2.645345205,2.604637233,Kansas,Midwest
20155,28277,57663,5.4,39.73022685,30.90600387,8.81479036,20.54897892,170,182,-6,2816,0,-12,-6,2.535176355,2.525296956,Kansas,Midwest
20161,32091,55876,4.8,31.0188387,17.12080555,3.883924867,47.97643088,174,103,-68,11218,13,71,-55,2.505388095,2.576878539,Kansas,Midwest
20169,28040,57563,5.4,34.38754609,29.425099,7.100914926,29.08643998,151,133,-69,1561,0,18,-69,2.528314326,2.589043482,Kansas,Midwest
20173,236433,64720,8.7,31.98397903,25.9362074,10.49431984,31.58549374,1713,1244,298,11103,39,469,337,2.573462438,2.631284954,Kansas,Midwest
20175,9434,63579,4.2,31.35874723,27.92628915,28.05283138,12.66213224,90,30,-152,342,1,60,-151,2.60914313,2.690022089,Kansas,Midwest
20177,86272,61255,5.8,30.85778707,30.26201017,6.546139794,32.33406297,473,493,-198,4603,1,-20,-197,2.54030687,2.612561457,Kansas,Midwest
20191,10015,62921,8.2,33.68067005,33.62791004,5.975070896,26.71634901,60,65,-41,300,0,-5,-41,2.635097204,2.732470626,Kansas,Midwest
20209,71985,58701,7.9,29.12305516,32.31023102,18.09618105,20.47053277,587,449,-483,3018,21,138,-462,2.573011265,2.613977892,Kansas,Midwest
21009,16643,50658,7.4,25.83916537,42.88491446,13.46552618,17.81039399,108,128,33,634,0,-20,33,2.641185617,2.64794632,Kentucky,South
21015,66475,90265,5.3,29.96995411,28.23983887,6.414193108,35.37601391,414,264,291,1329,6,150,297,2.540468832,2.617449731,Kentucky,South
21017,8966,56879,5.7,27.57652143,33.53258912,13.43176089,25.45912856,43,57,50,97,0,-14,50,2.750677465,2.474242449,Kentucky,South
21019,15948,55397,8.2,35.69305199,33.97936582,10.95243647,19.37514572,108,178,9,2269,0,-70,9,2.57557828,2.635263916,Kentucky,South
21021,11597,57975,7.1,28.32665669,35.7401419,8.562189295,27.37101211,72,76,145,2937,0,-4,145,2.506971013,2.528712234,Kentucky,South
21029,39294,77192,6.2,31.16440667,39.5027997,10.42636443,18.9064292,211,192,90,136,0,19,90,2.575070934,2.621192949,Kentucky,South
21035,16599,51949,6.1,27.63473054,31.42429427,8.618477331,32.32249786,78,107,75,3718,0,-29,75,2.592684862,2.613049193,Kentucky,South
21037,46611,74149,5.4,26.76183344,26.89174525,6.891439576,39.45498174,247,227,7,2520,0,20,7,2.582149751,2.656031633,Kentucky,South
21047,22426,56610,7.8,34.50117908,32.40531306,13.11901439,19.97449348,355,180,-237,4855,3,175,-234,2.605117374,2.606013118,Kentucky,South
21049,15784,61641,6.4,30.65378843,37.04929388,10.05887559,22.2380421,99,113,50,440,1,-14,51,2.611441473,2.645391115,Kentucky,South
21059,42883,65949,5.9,31.44014765,34.22008824,9.09824956,25.24151455,274,276,47,2486,0,-2,47,2.527269736,2.598247496,Kentucky,South
21067,161205,63667,5.6,26.06350994,19.00955417,7.616611467,47.31032442,883,714,-234,13516,24,169,-210,2.531982632,2.594253004,Kentucky,South
21073,23017,58456,6.4,30.14647064,30.49954487,7.522136099,31.8318484,143,161,61,1674,0,-18,61,2.534476779,2.602681328,Kentucky,South
21089,11932,54462,8.7,34.00760516,37.96307186,9.706378141,18.32294484,80,138,-27,545,0,-58,-27,2.466852955,2.575515434,Kentucky,South
21093,44082,61920,7,37.19823646,30.79869885,7.578364428,24.42470025,353,261,-5,2546,2,92,-3,2.564704517,2.609849158,Kentucky,South
21095,5727,36022,11.5,32.03735052,34.51100311,20.75028668,12.70135969,85,108,-56,561,0,-23,-56,2.645486122,2.638448979,Kentucky,South
21101,19301,55530,6,31.65969765,38.42071406,10.88774526,19.03184304,119,139,-98,994,0,-20,-98,2.615275691,2.682164782,Kentucky,South
21107,16619,52198,7.2,31.93630573,39.16242038,12.27388535,16.62738854,103,187,19,979,0,-84,19,2.551062687,2.663427224,Kentucky,South
21111,361264,64719,6.7,28.99697796,25.94081985,8.484342844,36.57785935,2340,2263,-523,15937,72,77,-451,2.578780233,2.616024352,Kentucky,South
21113,24363,69216,5.5,28.78678911,29.30958177,9.493250719,32.4103784,153,125,-4,1499,0,28,-4,2.551452436,2.588331639,Kentucky,South
21117,80682,77284,5.6,27.14076751,27.72156255,7.537429014,37.60024092,561,403,24,1816,4,158,28,2.556277477,2.631686663,Kentucky,South
21125,23096,50721,6.8,27.08275862,39.48275862,16.91264368,16.52183908,181,193,124,1083,0,-12,124,2.635231291,2.746756463,Kentucky,South
21145,26594,60026,6.9,32.59033613,32.31092437,7.159663866,27.93907563,167,183,42,2158,0,-16,42,2.580964874,2.629303708,Kentucky,South
21151,42876,60994,5.9,28.34017019,28.73343052,8.746652202,34.17974709,248,239,277,5824,0,9,277,2.573005438,2.642155413,Kentucky,South
21161,6283,49029,7.8,31.45276218,32.64313857,14.83779026,21.06630899,48,43,2,251,0,5,2,2.538556231,2.602601601,Kentucky,South
21167,9109,65292,7.1,34.00664952,34.62768961,8.914120821,22.45154005,53,57,9,258,0,-4,9,2.380064572,2.453119385,Kentucky,South
21177,9022,48190,8.5,28.86659065,42.77765108,15.38426454,12.97149373,71,88,-27,1724,0,-17,-27,2.562133236,2.614969045,Kentucky,South
21179,21026,66681,6.8,32.31562375,36.74868027,8.10360263,22.83209335,110,109,38,640,0,1,38,2.56899971,2.663860629,Kentucky,South
21185,30718,116173,4.7,28.24695888,20.26687632,5.859485903,45.6266789,125,112,60,3943,0,13,60,2.521522319,2.546029845,Kentucky,South
21193,7384,43945,8.7,30.23363049,35.03432729,20.49390306,14.23813915,70,127,-47,656,0,-57,-47,2.517119378,2.535572687,Kentucky,South
21195,17439,41837,8.2,25.83361729,38.97921433,19.17684856,16.01031982,124,221,-123,1820,0,-97,-123,2.483255066,2.472013124,Kentucky,South
21199,23738,46380,7.2,31.48000431,35.51363587,15.09324135,17.91311847,171,210,107,1141,0,-39,107,2.585323476,2.628455918,Kentucky,South
21209,27887,86169,6.1,32.30617078,28.7484059,5.699711111,33.2457122,171,104,323,1109,0,67,323,2.58640052,2.58809806,Kentucky,South
21211,23916,81815,5.3,28.20117888,28.92686828,11.8272563,31.04469654,133,112,116,1178,1,21,117,2.628477582,2.63575916,Kentucky,South
21217,12141,52414,5.9,29.88452388,36.83049962,11.30969651,21.97527999,74,100,0,1409,0,-26,0,2.463683689,2.427337146,Kentucky,South
21227,59022,60651,6.4,29.10936593,26.45606055,11.07518093,33.35939258,406,308,338,5901,8,98,346,2.517372765,2.569123866,Kentucky,South
21235,12758,43604,7,23.73475214,39.55792024,16.89592525,19.81140237,123,131,-17,1885,0,-8,-17,2.519437119,2.578884254,Kentucky,South
21239,14039,76633,4.9,24.12855772,25.54631702,8.613154248,41.71197101,59,62,26,543,0,-3,26,2.582661261,2.594100071,Kentucky,South
22001,21408,42981,7.7,23.73639757,43.51981784,19.31742964,13.42635495,176,204,-72,697,0,-28,-72,2.607965491,2.630649076,Louisiana,South
22003,7545,51423,9.6,25.1621352,42.47318533,20.74083313,11.62384635,52,81,-41,2819,0,-29,-41,2.652586284,2.671539409,Louisiana,South
22005,59474,81284,7,29.71670613,30.47699501,11.33294466,28.47335419,404,266,309,618,5,138,314,2.611974863,2.61095891,Louisiana,South
22007,7803,54403,10.6,20.6140053,43.95164029,21.78224547,13.65210895,68,85,-62,161,0,-17,-62,2.557569285,2.494201989,Louisiana,South
22009,13602,41587,8.4,29.13705584,36.98063546,22.95920286,10.92310585,129,141,-39,2807,0,-12,-39,2.576818814,2.607128897,Louisiana,South
22015,52730,63812,6.6,34.85446901,28.51781929,9.308655416,27.31905628,386,292,-135,2180,6,94,-129,2.556148577,2.583057312,Louisiana,South
22017,91444,47699,9.4,30.55311401,31.66059769,12.4974887,25.2887996,696,933,-662,4055,0,-237,-662,2.599522324,2.621403346,Louisiana,South
22019,87676,61797,9.5,30.2898801,34.39915368,10.60566806,24.70529816,659,603,-388,2597,6,56,-382,2.643694412,2.676923884,Louisiana,South
22033,206505,61376,8.2,26.78932642,25.80506474,9.175165453,38.23044339,1300,1361,-920,17326,49,-61,-871,2.605917733,2.632058196,Louisiana,South
22039,10910,40933,8.2,23.88712053,42.66235926,20.87985177,12.57066844,108,107,-51,1437,0,1,-51,2.729623458,2.789631816,Louisiana,South
22045,24626,45077,10,26.33686017,42.19220871,16.81661204,14.65431909,181,254,-162,660,1,-73,-161,2.652544959,2.636102247,Louisiana,South
22047,12164,53205,10.4,27.53869385,36.84409211,18.97414119,16.64307286,62,125,-111,2791,0,-63,-111,2.593116321,2.609586783,Louisiana,South
22051,188494,61157,9.6,28.93810294,27.66643502,13.4495104,29.94595164,1284,1555,-894,2939,78,-271,-816,2.625685913,2.659810968,Louisiana,South
22053,11656,52414,8,24.64052288,43.10457516,17.25957049,14.99533147,96,90,-50,662,0,6,-50,2.710228171,2.75095238,Louisiana,South
22055,105162,58641,7.4,26.13992028,28.91938995,10.0836434,34.85704637,707,530,130,2782,11,177,141,2.625466719,2.65418113,Louisiana,South
22057,38149,59575,6.9,23.82585992,38.58040621,17.14988312,20.44385075,253,338,-53,2432,0,-85,-53,2.613766686,2.62978601,Louisiana,South
22061,19507,44752,6.6,23.86505623,29.57479838,10.60921586,35.95092954,136,124,-109,5312,2,12,-107,2.595247791,2.60678784,Louisiana,South
22063,63814,72887,6.7,29.96077048,37.31786292,12.44136328,20.28000332,419,341,460,1046,2,78,462,2.587164067,2.628899427,Louisiana,South
22065,3199,33403,9,28.15947053,35.15600378,23.88906398,12.79546171,27,37,-72,825,0,-10,-72,2.717957835,3.026290615,Louisiana,South
22067,8936,39493,10.3,31.27218935,39.10650888,16.92899408,12.69230769,75,117,-120,1160,0,-42,-120,2.617994251,2.666090066,Louisiana,South
22069,14844,42178,7.2,25.64971751,36.06779661,12.66892655,25.61355932,106,107,-123,2117,0,-1,-123,2.608423056,2.62037434,Louisiana,South
22071,156655,51913,12.4,25.93055535,21.26434637,10.85361849,41.95147978,1056,1311,-615,15533,11,-255,-604,2.630812963,2.660166174,Louisiana,South
22073,63661,47283,7.8,29.18288684,31.22614916,12.0467141,27.54424991,493,482,-281,5300,0,11,-281,2.629833135,2.646259244,Louisiana,South
22075,8782,71876,7.4,32.9229573,32.87112033,14.35884144,19.84708093,54,63,-46,790,0,-9,-46,2.65616434,2.699693033,Louisiana,South
22077,8619,56457,8.3,30.84487535,35.18698061,18.46260388,15.50554017,56,99,-40,153,1,-43,-39,2.453117917,2.724776657,Louisiana,South
22079,50813,55870,6.6,27.93731549,37.06110923,12.58241053,22.41916475,406,460,-302,3337,1,-54,-301,2.628249514,2.649910862,Louisiana,South
22081,3331,44139,6.6,19.07686212,50.99049128,18.75990491,11.17274168,19,45,-11,168,0,-26,-11,2.622285096,2.631190354,Louisiana,South
22085,8618,45072,5.9,25.69219586,45.51642107,14.31969867,14.4716844,57,90,-21,345,0,-33,-21,2.83001918,2.7440871,Louisiana,South
22087,17818,51485,10.4,35.91583139,28.16147192,18.73197858,17.19071811,133,124,73,224,0,9,73,2.627838353,2.659885411,Louisiana,South
22089,22268,75223,8.1,31.66049559,30.19082882,10.93420678,27.21446881,145,151,-36,585,0,-6,-36,2.652485008,2.64431578,Louisiana,South
22093,7892,67938,10.3,27.65681327,40.77144917,11.37707282,20.19466474,60,70,-63,141,0,-10,-63,2.601959107,2.623079518,Louisiana,South
22095,16863,60569,11.6,28.11489995,39.90630788,13.26215637,18.7166358,115,153,-77,366,0,-38,-77,2.569251209,2.602315638,Louisiana,South
22097,29087,42765,9.1,26.33540605,39.9160923,19.4186395,14.32986215,264,334,-178,1216,0,-70,-178,2.61660986,2.616011395,Louisiana,South
22099,19808,54265,8.6,22.85982532,44.6755242,17.12139748,15.34325301,179,175,-136,272,0,4,-136,2.590213479,2.641113596,Louisiana,South
22101,17425,48242,9.6,21.44352416,46.02105519,19.41385274,13.12156791,152,177,-213,668,2,-25,-211,2.642625313,2.692825161,Louisiana,South
22103,107919,78629,7,30.83665899,24.00203325,8.595870781,36.56543699,650,757,461,2495,12,-107,473,2.60014301,2.658136588,Louisiana,South
22105,50250,54942,10,26.68353115,34.95804583,16.13005229,22.22837073,455,376,414,4503,1,79,415,2.63701464,2.647438368,Louisiana,South
22109,41743,57376,8.1,25.61592886,39.91163064,16.73424872,17.73819178,376,333,-223,1023,2,43,-221,2.617578717,2.636076543,Louisiana,South
22113,21633,50554,7.8,24.78727048,42.4352591,15.93298032,16.84449011,164,166,-58,570,0,-2,-58,2.646403388,2.607849582,Louisiana,South
22115,14518,52626,7.6,29.03376174,39.44196577,12.43590597,19.08836652,216,108,-223,1709,3,108,-220,2.673948106,2.707448556,Louisiana,South
22117,15105,41779,8.6,25.94659098,45.42991679,15.91304909,12.71044314,140,206,-46,1767,0,-66,-46,2.54209339,2.533684516,Louisiana,South
22119,12721,43698,8.3,29.56125629,43.88236234,13.757692,12.79868936,95,135,-45,391,0,-40,-45,2.657026698,2.627901634,Louisiana,South
22121,12412,71362,7.5,30.1574236,36.1868505,10.59779813,23.05792777,100,84,38,608,0,16,38,2.53437259,2.618472833,Louisiana,South
22127,4310,45646,7.5,21.45296492,46.79706095,15.6473145,16.10265963,28,58,-6,1497,0,-30,-6,2.375256347,2.441606489,Louisiana,South
23001,51281,62848,5.1,32.6631944,36.3615423,7.534903958,23.44035934,296,293,6,4353,1,3,7,2.478848155,2.559183286,Maine,Northeast
23003,27574,51562,5.1,30.03425885,38.77425009,8.817671195,22.37381986,153,204,1,1544,0,-51,1,2.591994525,2.666993593,Maine,Northeast
23005,152096,88571,4.9,24.09780108,20.24023035,3.498426798,52.16354177,733,759,453,9013,45,-26,498,2.532369418,2.625229938,Maine,Northeast
23009,26104,63879,5.4,27.24360473,28.53434972,5.046064631,39.17598092,117,158,66,1366,0,-41,66,2.645007207,2.660907827,Maine,Northeast
23011,58248,63191,4.6,29.97774693,33.96787626,5.161169498,30.89320731,279,372,297,4231,2,-93,299,2.549871834,2.64064329,Maine,Northeast
23013,18488,65615,5,25.12097288,30.07131033,5.704826181,39.10289062,67,109,92,1513,0,-42,92,2.66709086,2.719901854,Maine,Northeast
23019,70142,60761,5,31.62828042,32.42667821,5.468799336,30.47624203,307,404,23,6212,5,-97,28,2.54300167,2.627817895,Maine,Northeast
23031,104512,81315,5,30.73683556,29.78880906,4.903735498,34.57061989,426,546,397,3540,4,-120,401,2.542189029,2.623267852,Maine,Northeast
24001,29022,50582,7.4,27.84778436,40.75356755,10.27497288,21.12367521,148,260,-48,6191,0,-112,-48,2.596960048,2.688157422,Maryland,South
24003,300122,112525,5.5,26.54468027,21.994497,6.220528327,45.2402944,1727,1327,251,9657,-17,400,234,2.584537901,2.645625422,Maryland,South
24005,423067,86198,6.5,26.11908066,24.1574161,8.301364459,41.42213879,2364,2751,-959,22359,64,-387,-895,2.565571919,2.634595259,Maryland,South
24009,47287,118110,5,31.02963661,28.61577427,5.091813254,35.26277586,232,232,100,582,0,0,100,2.566621691,2.631660425,Maryland,South
24013,90511,105096,4.8,27.53518169,27.59776352,5.125945933,39.74110885,450,541,104,3739,0,-91,104,2.579322102,2.658654554,Maryland,South
24015,50515,84513,5.6,28.82402162,35.81706698,8.458045843,26.90086556,277,309,79,1344,1,-32,80,2.569966786,2.650750286,Maryland,South
24017,82636,112932,6.4,32.60123301,30.08529494,5.675528934,31.63794311,433,406,48,1440,0,27,48,2.593635537,2.64754912,Maryland,South
24021,129952,116796,5.6,25.35523121,23.17919528,6.582939502,44.88263401,771,646,920,5190,5,125,925,2.560801117,2.649869268,Maryland,South
24025,133699,100334,5.5,28.79811803,26.34708692,5.372011087,39.48278397,627,631,222,1816,0,-4,222,2.572818844,2.648614131,Maryland,South
24027,179877,133068,4.9,18.36228397,12.41351098,4.748813456,64.47539159,827,560,135,3090,13,267,148,2.586705526,2.655260958,Maryland,South
24031,523592,118020,6,17.503833,13.45831719,8.752052904,60.28579691,2874,2421,-1920,8927,250,453,-1670,2.563680616,2.636429719,Maryland,South
24033,473084,93833,7.8,25.37156784,25.28824403,13.26143417,36.07875395,2796,2701,-2251,19730,174,95,-2077,2.586575638,2.645046763,Maryland,South
24037,55860,112154,4.6,28.61961632,28.64957087,7.630595314,35.1002175,327,270,133,2373,0,57,133,2.594708467,2.693608407,Maryland,South
24041,16953,76583,5.8,27.1062785,23.53560154,8.032269379,41.32585058,95,134,0,472,0,-39,0,2.595395921,2.671204676,Maryland,South
24043,68259,69271,6.5,28.79588867,36.35819411,11.32457772,23.5213395,416,464,-3,8012,0,-48,-3,2.561002524,2.634970679,Maryland,South
24045,46253,68851,7.2,26.8910237,33.37020425,10.60215771,29.13661434,336,310,-79,3672,1,26,-78,2.596666364,2.667597131,Maryland,South
24047,22517,75969,10.9,30.81992299,30.20288281,6.303682496,32.6735117,96,167,132,737,1,-71,133,2.582571707,2.643298233,Maryland,South
24510,258446,54735,8.5,23.84071234,27.93470195,12.79718031,35.42740539,1852,2192,-2182,18017,16,-340,-2166,2.614513079,2.661323269,Maryland,South
25001,98557,89774,10.7,27.54488715,21.43210338,3.617343911,47.40566556,354,895,-352,4405,4,-541,-348,2.562911499,2.662020711,Massachusetts,Northeast
25003,55388,71102,9.9,26.1426647,29.2931508,6.304104926,38.26007957,248,414,-234,5720,0,-166,-234,2.555579377,2.658335379,Massachusetts,Northeast
